Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H20S1V001	H20S1V002	H20S1V003	H20S1V004	H20S1V005	H20S1V006	H20S1V007	H20S1V008	H20S1V009	H20S1V010	H20S1V011	H20S1V012	H20S1V013	H20S1V014	H20S1V015	H20S1V016	H20S1V017	H20S1V018	H20S1V019	H20S1V020	H20S1V021	H20S1V022	H20S2V001	H20S2V002	H20S2V003	H20S2V004	H20S2V005	H20S2V006	H20S2V007	H20S2V008	H20S2V009	H20S2V010	H20S2V011	H20S2V012	H20S2V013	H20S2V014	H20S2V015	H20S2V016	H20S2V017	H20S2V018	H20S2V019	H20S2V020	H20S2V021	H20S2V022	H20S2V023	H20S2V024	H20S2V025	H20S2V026	H20S2V027	H20S2V028	H20S2V029	H20S2V030	H20S3V001	H20S3V002	H20S3V003	H20S3V004	H20S3V005	H20S3V006	H20S3V007	H20S3V008	H20S3V009	H20S3V010	H20S3V011	H20S3V012	H20S3V013	H20S3V014	H20S3V015	H20S3V016	H20S3V017	H20S3V018	H20S3V019	H20S3V020	H20S3V021	H20S3V022	H20S3V023	H20S3V024	H20S3V025	H20S3V026	H20S3V027	H20S3V028	H20S3V029	H20S3V030	H20S3V031	H20S4V001	H20S4V002	H20S4V003	H20S4V004	H20S4V005	H20S4V006	H20S4V007	H20S4V008	H20S4V009	H20S4V010	H20S4V011	H20S4V012	H20S4V013	H20S4V014	H20S4V015	H20S4V016	H20S4V017	H20S4V018	H20S4V019	H20S4V020	H20S4V021	H20S4V022	H20S4V023	H20S4V024	H20S4V025	H20S4V026	H20S4V027	H20S4V028	H20S4V029	H20S4V030	H20S4V031	H20S4V032	H20S4V033	H20S4V034	H20S4V035	H20S4V036	H20S4V037	H20S4V038	H20S4V039	H20S4V040	H20S4V041	H20S4V042	H20S4V043	H20S5V001	H20S5V002	H20S5V003	H20S5V004	H20S5V005	H20S5V006	H20S5V007	H20S5V008	H20S5V009	H20S5V010	H20S5V011	H20S5V012	H20S5V013	H20S5V014	H20S5V015	H20S5V016	H20S5V017	H20S5V018	H20S5V019	H20S5V020	H20S5V021	H20S5V022	H20S5V023	H20S5V024	H20S5V025	H20S5V026
830	"WOOD MOUNTAIN"	"Saskatchewan"	"1933 - 1947"	20	"1945.06.11"	177	"0daa460f-b2c1-447e-abbe-c4bd1f237b32"	"ARGUE, Hazen Robert"	"Co-operative Commonwealth Federation"	"Farmer"		0	1								""	""	""		""	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"1"
697	"SPRINGFIELD"	"Manitoba"	"1914 - 1966"	20	"1945.06.11"	206	"0fc94914-7f59-491d-86f3-2cfe623710e2"	"SINNOTT, John Sylvester"	"Liberal Party of Canada"	"Farmer, implement agent"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"1"
141	"CHATEAUGUAY--HUNTINGDON"	"Quebec"	"1914 - 1947"	20	"1945.06.11"	211	"100769e9-710c-4d67-8e3a-77ef5e47b396"	"BLACK, Donald E."	"Liberal Party of Canada"	"Farmer, merchant"		0	3								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"1"
551	"PONTIAC"	"Quebec"	"1867 - 1947"	20	"1946.09.16"	212	"100b1ca5-ed42-4c99-9d57-5ad648bd8c96"	"CAOUETTE, Real"	"Social Credit"	"Automobile dealer, businessman, garage owner / operator, insurance agent, manager"		1	1								""	""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"9"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"9"	"9"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"9"
823	"WINNIPEG NORTH CENTRE"	"Manitoba"	"1924 - 1996"	20	"1945.06.11"	215	"103e48f0-b6bb-43eb-9c06-7ceffaf3ea78"	"KNOWLES, Stanley H."	"Co-operative Commonwealth Federation"	"Clergyperson, minister, printer"		0	2								""	"United States"	""		""	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"
167	"DANFORTH"	"Ontario"	"1933 - 1966"	20	"1945.06.11"	232	"11a54902-a69c-44f3-b960-cbb6e4ebbddc"	"HARRIS, Joseph Henry"	"Progressive Conservative Party"	"Businessman, director, manager, manufacturer"		0	7								""	""	""		""	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"1"	"9"	"2"	"9"	"2"	"1"
564	"PRINCE"	"Prince Edward Island"	"1903 - 1966"	20	"1945.06.11"	237	"11d8e109-4198-4aaf-b717-8b74761cd604"	"MACNAUGHT, John Watson"	"Liberal Party of Canada"	"Barrister"		0	1			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"
549	"PETERBOROUGH WEST"	"Ontario"	"1867 - 1952"	20	"1945.06.11"	240	"122985bb-8354-4928-95e2-c74d0fbd4fa4"	"FRASER, Gordon Knapman"	"Progressive Conservative Party"	"Financial agent / adviser / consultant, gentleman"		0	2								""	""	""		""	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"9"	"1"	"9"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"
145	"CHURCHILL"	"Manitoba"	"1933 - "	20	"1945.06.11"	263	"135d802e-28f0-4d51-bbb7-24d5271e5abd"	"MOORE, Ronald"	"Co-operative Commonwealth Federation"	"Railway employee, soldier"		0	1								""	""	""		""	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"
497	"NORTHUMBERLAND"	"New Brunswick"	"1867 - 1955"	20	"1945.06.11"	274	"14716b0c-abfc-41eb-a5df-d3541f26bf61"	"MALONEY, John William"	"Liberal Party of Canada"	"Lumber merchant"		0	1								""	""	""		""	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"2"	"9"	"1"	"9"	"1"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"2"	"1"
565	"PRINCE ALBERT"	"Saskatchewan"	"1907 - 1987"	20	"1945.06.11"	275	"1484ff18-efcc-4915-80d9-3b3212c1307f"	"BOWERMAN, Edward LeRoy"	"Co-operative Commonwealth Federation"	"Farmer"		0	1								""	""	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"
723	"TERREBONNE"	"Quebec"	"1867 - 1996"	20	"1945.06.11"	295	"15f7b640-a209-4f80-8dd3-69851bfeb8ad"	"BERTRAND, Lionel"	"Liberal Party of Canada"	"Journalist, newspaper editor"		1	2								""	""	""		""	"2"	"2"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"
632	"ST. DENIS"	"Quebec"	"1914 - 1947"	20	"1945.06.11"	298	"1647b84c-1764-48b8-a6af-5e29cbded7d7"	"DENIS, Azellus"	"Liberal Party of Canada"	"Lawyer"		1	3								""	""	""		""	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"9"	"1"	"9"	"9"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"1"	"1"	"9"	"9"
696	"SPADINA"	"Ontario"	"1933 - 1987"	20	"1945.06.11"	305	"16a359f2-d18b-45d6-be33-975d6e117d7c"	"CROLL, David Arnold"	"Liberal Party of Canada"	"Barrister, lawyer"		0	1								""	"Russia"	""		""	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"9"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"9"
555	"PORT ARTHUR"	"Ontario"	"1933 - 1976"	20	"1945.06.11"	310	"1716566b-edef-40b2-9552-49510618c3bb"	"HOWE, Hon. Clarence Decatur"	"Liberal Party of Canada"	"Civil engineer, consulting engineer, professor"		0	3		1						""	"United States"	""		""	"2"	"2"	"9"	"9"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"9"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"1"	"9"	"1"	"2"	"9"	"9"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"
150	"COCHRANE"	"Ontario"	"1933 - 1976"	20	"1945.06.11"	312	"17232084-6a45-4ebd-bd5d-cab516ff3bfd"	"BRADETTE, Joseph A."	"Liberal Party of Canada"	"Farmer, merchant"		1	5								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"
343	"KINGSTON CITY"	"Ontario"	"1924 - 1952"	20	"1945.06.11"	313	"172b8451-b115-4c78-8c2b-fc8bdaf5aa9d"	"KIDD, Thomas Ashmore"	"Progressive Conservative Party"	"Manufacturer, representative"		0	1								""	""	""		""	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"1"	"9"	"2"	"9"	"1"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"9"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"2"	"9"	"9"
